Gene,positivePosteriorProb,negativePosteriorProb,FDR
CNTRL,0.020863472,0.067550687,0.766299859
CNTROB,0.023658623,0.103188128,0.645950163
COASY,0.03272251,0.140481189,0.540858723
COCH,0.029268428,0.087415209,0.676426671
COL11A1,0.027212602,0.076807268,0.716989109
COL18A1,0.026336841,0.071943369,0.736099576
COL19A1,0.028660866,0.098691349,0.644769813
COL1A1,0.026299251,0.070423111,0.741505315
COL1A2,0.029334497,0.100491494,0.638211099
COL3A1,0.026277042,0.067858441,0.750330852
COL4A1,0.027005599,0.080918844,0.704185264
COL4A2,0.02588127,0.065318751,0.759035566
COL4A3,0.033418371,0.133413241,0.55322561
COL4A4,0.027297931,0.08145411,0.70149509
COL4A6,0.025952738,0.066945126,0.754162745
COL5A1,0.027885597,0.09428142,0.659429589
COL5A3,0.058917583,0.256326687,0.330059044
COL6A2,0.028686867,0.088100193,0.676048893
COL7A1,0.028888424,0.081270561,0.697230786
COL9A3,0.038136555,0.223643269,0.40139499
COMMD1,0.026698088,0.075017905,0.724925285
COMMD4,0.030333947,0.106908351,0.618404568
COMMD5,0.026504287,0.071904818,0.735602127
COMT,0.017670148,0.048723167,0.783567053
COPS2,0.043867303,0.237276602,0.376352731
COPS5,0.190456517,0.859610799,0
COQ6,0.028059533,0.093738514,0.660631693
CORO6,0.021171718,0.075567465,0.741422529
COX19,0.030741294,0.099925994,0.636150074
COX4I1,0.025524167,0.060920306,0.770610231
COX6B1,0.020505292,0.059825045,0.776935104
COX6C,0.017822333,0.050626392,0.782359243
CPAMD8,0.02583677,0.065064829,0.759887131
CPNE8,0.041860651,0.18296313,0.455650458
CPT1A,0.047042292,0.211626734,0.407089305
CPT1B,0.019637703,0.056602058,0.778545594
CREB1,0.025432461,0.060018172,0.772246905
CREBBP,0.025523745,0.129519789,0.579375071
CRISPLD1,0.043482112,0.145252993,0.513377888
CRKL,0.057573437,0.254719898,0.334895107
CRK,0.075412934,0.291323647,0.279127823
CRNKL1,0.019704044,0.0539034,0.780011739
CROCC,0.026235299,0.072073855,0.735982755
CRTC1,0.025653304,0.061991508,0.768248321
CRYL1,0.028528469,0.115378604,0.603172512
CSAG2,0.020343129,0.06321701,0.774896792
CSF1,0.0263294,0.106001912,0.631727382
CSF2,0.032937245,0.141100581,0.539407466
CSF3R,0.017952258,0.048593311,0.783518799
CSF3,0.028018119,0.094312356,0.658795397
CSGALNACT2,0.026563069,0.074764095,0.726093533
CSMD3,0.02773502,0.088523402,0.677851562
CSPP1,0.020387114,0.061360663,0.776320757
CSRNP1,0.019781833,0.055085636,0.779404524
CSRP2BP,0.026594883,0.073087713,0.731452498
CST3,0.101693994,0.21158546,0.332914298
CST4,0.028086163,0.106909861,0.624461642
CST5,0.026482431,0.073904394,0.72883196
CST7,0.027356829,0.08965828,0.675086326
CST8,0.02857349,0.084801521,0.687263314
CSTA,0.073742718,0.191227885,0.397487747
CSTB,0.026045839,0.068621479,0.748352973
CTAG1A,0.026410515,0.073072748,0.732123377
CTAG1B,0.027032423,0.078873654,0.711084184
CTAG2,0.027045957,0.080661278,0.705074174
CTBP1,0.966377268,0.996537378,0
CTBP2,0.022575023,0.133724378,0.576973927
CTCF,0.021705914,0.10411773,0.649183987
CTGF,0.038978779,0.244569916,0.373673278
CTHRC1,0.119169363,0.304073907,0.232986927
CTNNA1,0.026062049,0.0686585,0.748160466
CTNNA2,0.205949345,0.045383984,0.417772699
CTNNA3,0.03938359,0.15547251,0.501224235
CTNNB1,0.020752569,0.070341334,0.759343049
CTNND1,0.01951681,0.049960953,0.781914392
CTNND2,0.026462518,0.072457802,0.734004869
CTSB,0.030543297,0.117359776,0.594500024
CTSD,0.029700277,0.100861203,0.636523917
CUL1,0.011634001,0.029229586,0.787698275
CUL2,0.041965225,0.257724886,0.353375004
CUL3,0.039809912,0.219317636,0.405896249
CUL4A,0.027849139,0.096451362,0.653248351
CUL4B,0.026664311,0.076727464,0.719151902
CUL5,0.02594699,0.065590445,0.75811849
CUL7,0.029460168,0.095891113,0.650756505
CUX1,0.019857692,0.056408162,0.778526263
CUZD1,0.018497749,0.063385242,0.776272783
CXCL12,0.034097918,0.202990062,0.437822149
CXCL14,0.026334479,0.072135388,0.735411236
CXCL2,0.026152409,0.06952614,0.744984931
CXCL5,0.029189651,0.09341964,0.658100015
CXCL9,0.032693804,0.132715173,0.556359901
CXCR4,0.018950205,0.044088982,0.785188305
CXorf22,0.026423898,0.069708724,0.743470618
CXorf36,0.030259321,0.119909548,0.589483077
CYB5R3,0.025611058,0.062110185,0.768083233
CYCS,0.030223748,0.123502422,0.582365405
CYLD,0.029053914,0.119859014,0.592664581
CYP11A1,0.028134275,0.083997996,0.691392947
CYP11B1,0.026316815,0.070101043,0.742602228
CYP17A1,0.029757302,0.121367548,0.587822834
CYP19A1,0.018142525,0.050062892,0.782552691
CYP1A1,0.023595881,0.079362771,0.720421487
CYP1A2,0.025712576,0.063390519,0.76478136
CYP1B1,0.026817162,0.079029537,0.711325903
CYP21A2,0.03313731,0.138277425,0.544320743
CYP24A1,0.026439228,0.071764055,0.736420093
CYP27B1,0.026349392,0.070859911,0.739610424
CYP2A13,0.40983254,0.071041802,0.186461696
CYP2A6,0.02656135,0.075016183,0.725332428
CYP2A7,0.030313188,0.092218087,0.658245171
CYP2B6,0.029818726,0.101811275,0.633852204
CYP2J2,0.037345322,0.144913013,0.523353348
CYP3A4,0.042561616,0.393812826,0.221272302
CYP51A1,0.02578792,0.062976982,0.7655384
DAB1,0.018672736,0.041029501,0.786370759
DAB2IP,0.017785519,0.046431666,0.784676765
DAB2,0.030134289,0.1115576,0.608655476
DACT1,0.026997911,0.077937324,0.714040954
DAP3,0.021464348,0.106369183,0.643320272
DAP,0.025409908,0.059569777,0.772927845
DAXX,0.510097658,0.984256513,0
DBP,0.026634988,0.075376399,0.723809693
DCAF12L1,0.029732858,0.0904796,0.665030507
DCAF12L2,0.539657096,0.124636328,0.077044099
DCAF4,0.02645403,0.071445147,0.737432827
DCC,0.025551332,0.060949979,0.770469304
DCLRE1A,0.022760899,0.068112709,0.759988774
DCLRE1B,0.025930738,0.065529287,0.758371602
DCLRE1C,0.025274571,0.057704868,0.77546584
DCN,0.016828194,0.038594869,0.787193813
DCTN2,0.392894591,0.905240593,0
DCTN3,0.036758241,0.462998714,0.168759268
DCTN4,0.018965206,0.044645676,0.78497597
DCT,0.054490128,0.237169735,0.36280845
DCX,0.020468393,0.059030715,0.777271546
DDB1,0.027715207,0.090693758,0.670687013
DDB2,0.026046814,0.066750498,0.754391052
DDIT3,0.027507527,0.08520324,0.689425303
DDIT4,0.027031924,0.077505944,0.715426908
DDO,0.091744432,0.7516477,0.017252548
DDX10,0.026257383,0.071212807,0.738819094
DDX11,0.029021491,0.118378285,0.595830554
DDX18,0.018710917,0.04210246,0.786030768
DDX20,0.02800296,0.088411018,0.677278612
DDX23,0.969226581,0.488514859,0
DDX3Y,0.020133473,0.059424996,0.777242694
DDX4,0.026143685,0.067408111,0.752205382
DDX54,0.019245878,0.044991234,0.784657464
DDX6,0.980592693,0.999946912,0
01-Dec,0.025184434,0.056747694,0.776215224
DEDD2,0.021549999,0.072525791,0.750481242
DEDD,0.099853405,0.280108367,0.267721725
DEFB1,0.026004771,0.06829718,0.749739532
DEK,0.032686505,0.120320919,0.583935754
DENND2A,0.019132925,0.046586423,0.783914527
DENND4A,0.026361139,0.069150415,0.745541596
DERA,0.038704739,0.184252567,0.458836971
DES,0.026022342,0.066179612,0.756220873
DET1,0.027359974,0.081517772,0.701189878
DFFA,0.072217622,0.306250471,0.269923098
DFFB,0.06968263,0.312592115,0.264645442
DGCR6L,0.046810363,0.585921458,0.092366241
DHCR24,0.026490153,0.070224973,0.741532894
DHDH,0.025588638,0.061487962,0.76946703
DHFR,0.046937952,0.27674167,0.321638921
DHRS2,0.028765065,0.160383403,0.512618041
DHRS3,0.027754579,0.094086297,0.660403592
DHRS7,0.023238433,0.092453533,0.679921265
DHX16,0.166989661,0.824326532,4.53E-05
DIABLO,0.035115713,0.141534835,0.53468107
DIAPH2,0.026055279,0.068401582,0.74915695
DICER1,0.097940876,0.539103045,0.089626268
DIP2C,0.027326064,0.085859124,0.687973178
DIRAS1,0.034276251,0.160603789,0.50100438
DIRAS3,0.018888213,0.043859871,0.785246304
DIS3,0.026204211,0.072001689,0.736405548
DISC1,0.026233197,0.070253355,0.742301856
DKK1,0.025417794,0.059733366,0.772652045
DKK2,0.030774694,0.128733921,0.569410978
DKK3,0.050303931,0.174675486,0.455115086
DKK4,0.02667583,0.07312021,0.731007804
DLC1,0.040933863,0.07616451,0.67483175
DLEC1,0.026363323,0.069246617,0.745170859
DLG1,0.018886909,0.067162521,0.771302063
DLGAP5,0.025496069,0.060636551,0.771092046
DLL1,0.026267511,0.070783627,0.7401578
DLL3,0.032184247,0.110620949,0.606062051
DLL4,0.027571681,0.091935561,0.667404577
DLST,0.179096025,0.288402057,0.196130374
DMBT1,0.02623049,0.069563977,0.744518487
DMC1,0.026262955,0.070332602,0.741904431
DMTF1,0.029545416,0.107892246,0.618058484
DNA2,0.039317744,0.577902119,0.099646217
DNAH8,0.025896288,0.065700083,0.757991673
DNAJA1,0.038094443,0.388951748,0.229305272
DNAJA2,0.032062897,0.174467345,0.483145596
DNAJA4,0.037651275,0.131630692,0.547957171
DNAJC15,0.081948289,0.297249118,0.268570602
DNAJC2,0.031154332,0.127311286,0.571918379
DNM1,0.025783542,0.063807604,0.763367815
DNM2,0.036223523,0.405560508,0.215369705
DNM3,0.029284166,0.117500734,0.597237607
DNMT1,0.028709972,0.105413315,0.627093344
DNMT3A,0.025627529,0.062092123,0.76809356
DNMT3B,0.032869096,0.115575492,0.59369659
DOCK1,0.026930854,0.076690015,0.718337374
DOCK9,0.026471155,0.073602102,0.729910404
DOT1L,0.039303597,0.112021793,0.58759114
DPAGT1,0.019447556,0.050506273,0.781672729
DPH1,0.993291967,0.077493456,0
DPP10,0.018481176,0.058514276,0.778207431
DPYD,0.410879648,0.074886565,0.182165399
DPYSL4,0.033841351,0.116070175,0.590032953
DSCAML1,0.025196715,0.056862017,0.776128861
DSN1,0.048236459,0.271032871,0.325872472
DST,0.019985072,0.057648028,0.777966038
DTL,0.034421249,0.366308057,0.250470697
DTX1,0.026621085,0.075554394,0.723379855
DTX3L,0.026281712,0.068649289,0.747502918
DTX4,0.026019681,0.066130053,0.756361916
DUSP1,0.025175453,0.056752961,0.776234413
DUSP26,0.025834602,0.065090206,0.759774052
DUSP4,0.036893828,0.156290335,0.504564592
DUSP9,0.021532248,0.074922616,0.742438512
DUX4,0.058681342,0.292961797,0.293109807
DYNC1H1,0.35266756,0.711781417,0
DYNC1LI1,0.030608216,0.191721689,0.459539145
DYNLL1,0.025037135,0.135980088,0.566237891
DZANK1,0.019439511,0.050672972,0.781585714
E2F1,0.026879824,0.07601962,0.720608944
E2F2,0.032097258,0.172952927,0.484963656
E2F3,0.069141986,0.140883371,0.477280335
E2F4,0.04347407,0.363243553,0.244774577
E2F5,0.025981105,0.066535933,0.755262963
E2F7,0.028008439,0.085847698,0.685807448
E2F8,0.022117397,0.127509325,0.590990812
E4F1,0.036275897,0.227196098,0.398945188
ECHS1,0.025594512,0.061645097,0.769171507
ECM2,0.038180103,0.170701545,0.479628488
ECT2,0.339479539,0.486524686,0.020495464
EDA2R,0.020661552,0.060963912,0.77638791
EDAR,0.027055817,0.078902932,0.71087921
EDDM3B,0.027604034,0.08740669,0.682051531
EDIL3,0.026376197,0.071715599,0.736840911
EDN1,0.035450405,0.132018189,0.551808967
EDN2,0.028481468,0.093767516,0.659026383
EDNRA,0.025591307,0.061681848,0.769079603
EDNRB,0.025829284,0.064756584,0.760775433
EEF1A1,0.024362785,0.114284314,0.614670625
EEF1A2,0.02156942,0.079530909,0.72676898
EEF1E1,0.027846479,0.087513738,0.680942632
EFCAB2,0.037978543,0.46036902,0.170250602
EFEMP2,0.025557322,0.06144931,0.769609388
EGFL6,0.026164472,0.066714824,0.754222877
EGFLAM,0.02754766,0.08297646,0.696150069
EGF,0.026116172,0.068159583,0.749928678
EHMT1,0.027589339,0.084449202,0.69176922
EHMT2,0.030352578,0.132552722,0.561449233
EI24,0.025370614,0.058880057,0.774091892
EID1,0.02535697,0.058861737,0.774159956
EIF2S1,0.013149357,0.031262019,0.787655604
EIF2S3,0.353724923,0.166703493,0.157131903
EIF4A2,0.026692266,0.077242641,0.717270703
EIF4EBP1,0.029522701,0.116670408,0.598806187
EIF4E,0.143925685,0.525510932,0.074087443
EIF4G2,0.838823524,0.999993111,0
EIF5A,0.01575993,0.093415587,0.700207762
EIF5B,0.024012101,0.108591295,0.631129603
ELF1,0.029017347,0.099930951,0.640408815
ELF4,0.182628721,0.903084453,0
ELK1,0.755733177,0.305924405,0
ELK3,0.030122549,0.11220946,0.606972886
ELK4,0.025707635,0.062881055,0.765951621
ELL,0.039465095,0.343491992,0.2641296
ELN,0.022813784,0.080601719,0.719065564
ELOVL2,0.026594,0.071367922,0.737216693
EME1,0.027881061,0.090395579,0.671186577
EML4,0.02646848,0.073873823,0.728926199
EMP1,0.027180665,0.08045539,0.705290357
EMP2,0.061226128,0.159678432,0.461025052
EMP3,0.021638789,0.056899349,0.777522161
ENDOG,0.031503886,0.153807638,0.5184225
ENDOV,0.02879925,0.103278169,0.632322786
ENGASE,0.02540769,0.059576637,0.772918007
ENO1,0.025955784,0.065136478,0.759354416
ENO2,0.021689459,0.085638357,0.706209468
ENPP4,0.028078333,0.089814859,0.672465743
ENTPD5,0.025872614,0.064567164,0.761166254
ENTPD6,0.026359945,0.070372279,0.741450133
EP300,0.031495644,0.208828038,0.4328816
EP400,0.02894061,0.093031079,0.659917503
EPAS1,0.025679724,0.062544191,0.766866877
EPC2,0.078561345,0.312080199,0.256830265
EPG5,0.026592492,0.07693793,0.718598029
EPN2,0.047705566,0.134109216,0.524142298
EPO,0.027627946,0.094120041,0.66083093
EPS15,0.026557944,0.074870275,0.725754163
ERBB2IP,0.022985131,0.054842253,0.777888841
ERC1,0.023670706,0.112626409,0.621557967
ERCC1,0.026619058,0.074402798,0.727025103
ERCC2,0.027139155,0.082307942,0.69944482
ERCC3,0.026206764,0.071673129,0.737533522
ERCC4,0.029440367,0.147755897,0.533496915
ERCC5,0.026303762,0.068161101,0.749131534
ERCC6,0.080439161,0.224765054,0.346183506
ERCC8,0.031786116,0.162938639,0.501590031
EREG,0.026724724,0.073298781,0.730127782
ERG,0.022007361,0.124748633,0.597325172
ERRFI1,0.030560161,0.105155778,0.62283041
ESCO1,0.028614821,0.123724057,0.585491896
ESCO2,0.025978588,0.065849557,0.757273502
ESPL1,0.690313617,0.929783817,0
ESR1,0.018952402,0.073134243,0.756526213
ESR2,0.026862003,0.073821605,0.728011701
ESRRA,0.02390824,0.066632243,0.760898444
ETS1,0.033131734,0.224033426,0.409669899
ETS2,0.045186966,0.203303175,0.42086803
ETV1,0.03492021,0.273313205,0.341561668
ETV4,0.120085842,0.936508783,0
ETV5,0.019033224,0.044485025,0.785024218
ETV6,0.025966247,0.065562758,0.758176076
EVI5,0.028385967,0.074360426,0.721186192
EWSR1,0.022711561,0.067594392,0.761555434
EXO1,0.023147308,0.073535359,0.74164313
EXO5,0.026875963,0.07487334,0.724811008
EXT1,0.026605874,0.073964041,0.728375313
EXT2,0.019161665,0.047631004,0.783306382
EYA2,0.026559222,0.073358579,0.730514742
EZH2,0.019053526,0.045498424,0.784560977
F8,0.025769581,0.064021314,0.762898906
FADD,0.034569715,0.122977321,0.573988682
FAIM2,0.025588979,0.061410138,0.769639864
FAIM3,0.033350511,0.142959814,0.535672512
FAIM,0.028356702,0.134197677,0.562685591
FAM110A,0.032386908,0.081923337,0.684215594
FAM110B,0.046915002,0.172624871,0.463108948
FAM110C,0.026583659,0.075794701,0.722748427
FAM118A,0.021947123,0.09912026,0.66238651
FAM127C,0.026377324,0.072230671,0.734939727
FAM161A,0.026838492,0.076313784,0.71990858
FAM161B,0.022388688,0.066736121,0.764717106
FAM171B,0.02640481,0.071969013,0.735821904
FAM175B,0.027850493,0.090009048,0.672621453
FAM184A,0.036578821,0.198637804,0.441435327
FAM193B,0.025917606,0.065183507,0.759308936
FAM19A5,0.026169383,0.069020649,0.746618958
FAM220A,0.019260574,0.048246705,0.782939352
FAM46D,0.018683224,0.041257129,0.78628329
FAM53B,0.018728918,0.041375787,0.786195835
FAM64A,0.025817485,0.064895836,0.760484056
FAM71D,0.02197829,0.07309671,0.746996977
FAM76B,0.027916674,0.094006871,0.660175081
FANCA,0.04240875,0.390922159,0.223719964
FANCB,0.046179391,0.40716755,0.20722136
FANCC,0.026322608,0.121372037,0.595211029
FANCD2,0.024657064,0.069538768,0.750217917
FANCE,0.027926444,0.084130485,0.691725018
FANCF,0.025627685,0.062224022,0.767783266
FANCG,0.029094177,0.108436737,0.617634404
FANCI,0.031617633,0.170221661,0.490180509
FANCL,0.027294069,0.079524247,0.708005757
FANCM,0.026763094,0.07555173,0.722898315
FASLG,0.039675212,0.187121755,0.451966622
FASN,0.043952111,0.643496835,0.066368149
FAS,0.125549619,0.113404169,0.434733508
FBLN1,0.026243355,0.068971602,0.746527478
FBLN5,0.027451987,0.089470643,0.675391136
FBN2,0.019531085,0.05302542,0.780503693
FBXL18,0.025865727,0.064281533,0.762009166
FBXL20,0.026447374,0.073586556,0.730019157
FBXO24,0.025784654,0.064028211,0.762855166
FBXO5,0.022503527,0.089705059,0.691082126
FBXW11,0.027529443,0.082163088,0.69873934
FBXW2,0.026406975,0.072453296,0.734153849
FBXW7,0.023783042,0.087480109,0.694023527
FCGBP,0.026300065,0.069986218,0.7430374
FCGR1A,0.025582215,0.061960551,0.768526246
FCGR2A,0.027442028,0.084010505,0.693545658
FCGR2B,0.022527226,0.088143903,0.69574488
FCGR2C,0.032251659,0.123577294,0.577614144
FCRL4,0.025924538,0.064507535,0.761177396
FDPS,0.786764208,0.623772188,0
FEM1B,0.189962447,0.121881197,0.336299008
FEN1,0.02656049,0.074270308,0.72759911
FEV,0.027752878,0.087188227,0.682291268
FEZ1,0.027679966,0.091829594,0.667377539
FGF13,0.028366885,0.085457124,0.68597009
FGF14,0.029206003,0.10497836,0.62694842
FGF1,0.018811053,0.058566734,0.778052913
FGF20,0.027009616,0.08030716,0.706228941
FGF23,0.029701007,0.119287511,0.592394292
FGF2,0.027813673,0.089616124,0.67416755
FGF7,0.026135422,0.068161025,0.749790013
FGF9,0.028986929,0.11673683,0.599929567
FGFR1OP,0.024442146,0.056952555,0.776493436
FHIT,0.019318071,0.049180168,0.782320538
FHL1,0.027055622,0.082057544,0.700413087
FHL2,0.018654807,0.058941996,0.777994985
FH,0.039405977,0.157617232,0.497381816
FICD,0.027713099,0.079125464,0.707948282
FIGF,0.026770189,0.075638765,0.722598319
FIP1L1,0.999999849,0.107774386,0
FJX1,0.026335795,0.072031572,0.735851168
FKBP1A,0.024674238,0.074891443,0.731834223
FKBP8,0.023376997,0.075554215,0.733960135
FKBP9,0.025467036,0.060030626,0.772108195
FLAD1,0.033764563,0.197310362,0.446937064
FLCN,0.026088441,0.067848702,0.750930946
FLI1,0.02858943,0.087486776,0.678397073
FLII,0.028806236,0.103192121,0.632532361
FLJ44635,0.027226696,0.082327459,0.699196308
FLNA,0.020822435,0.070449095,0.758852869
FLNB,0.025777158,0.064541771,0.761499946
FLNC,0.025601032,0.061840342,0.768700796
FMOD,0.027283204,0.083995522,0.69391508
FN1,0.228540829,0.671686833,0.007615726
FNBP1,0.034184058,0.123892617,0.572830371
FOSB,0.027514849,0.082868684,0.696575066
FOSL1,0.087467152,0.181088993,0.391920019
FOS,0.025725481,0.062418166,0.767023736
FOXC1,0.027282321,0.088444789,0.679701253
FOXG1,0.060122994,0.145920773,0.483621144
FOXI1,0.027812073,0.090142161,0.672257805
FOXL2,0.025735128,0.063856378,0.763356937
FOXN3,0.020500705,0.061084671,0.776407098
FOXO1,0.026298548,0.071620603,0.737375236
FOXO3,0.02070788,0.0748651,0.745276939
FOXO4,0.028330116,0.082023198,0.696659881
FPGT,0.02667876,0.07184721,0.735205232
FRAT1,0.030440793,0.149245743,0.528234773
FREM1,0.019076709,0.046862303,0.783779412
FRMPD4,0.031113537,0.128803135,0.568480709
FRS2,0.018941879,0.04455553,0.785033868
FRY,0.026068819,0.068263585,0.749613197
FSCB,0.055698348,0.167620948,0.457956423
FSIP2,0.047197774,0.293873347,0.302583561
FSTL3,0.029271267,0.111919951,0.60963234
FSTL5,0.018940637,0.043770994,0.785265645
FURIN,0.026348147,0.070256674,0.741890695
FUS,0.026426919,0.07309904,0.7319104
FUT11,0.027061391,0.083477295,0.696064879
FUT1,0.025593079,0.06157225,0.76930409
FUT3,0.026785256,0.076590821,0.719255411
FUT8,0.017376139,0.042794853,0.786156964
FUT9,0.026907388,0.077287619,0.716423652
FXR1,0.026517814,0.070338338,0.741007486
FXYD1,0.065224442,0.39187863,0.203691954
FZD10,0.05500896,0.154035723,0.479225529
FZD1,0.027267172,0.079257695,0.708845429
FZD3,0.035476608,0.13398065,0.547258453
FZD6,0.025781166,0.113941961,0.612370576
FZD7,0.026242116,0.069976617,0.743227174
FZD8,0.033743044,0.10591862,0.612610023
FZR1,0.025588219,0.189325309,0.470839541
G0S2,0.028709598,0.118644451,0.596051248
G6PD,0.024592271,0.098660106,0.656050801
GAB1,0.026029417,0.065974419,0.756772099
GABARAPL2,0.02988205,0.13757734,0.551922715
GADD45A,0.293464508,0.38031147,0.072043006
GADD45B,0.025628561,0.062361394,0.767440708
GADD45GIP1,0.069481731,0.195243041,0.397824609
GADD45G,0.025861374,0.065466486,0.758727063
GAL3ST1,0.015481948,0.034196229,0.787614157
GALNS,0.04344366,0.174677121,0.465687614
GALNT10,0.028772278,0.081243885,0.697714851
GALNT4,0.029537693,0.110011122,0.61272962
GALNT5,0.034397926,0.105312758,0.612410512
GALNT6,0.019728233,0.049935195,0.781827382
GALNTL5,0.026116445,0.069494032,0.74515759
GALNTL6,0.02705747,0.080927736,0.704086043
GALT,0.039254776,0.198299828,0.436476137
GAMT,0.025453745,0.060320573,0.771710812
GANAB,0.042271151,0.170124449,0.473419977
GARNL3,0.028367689,0.091612229,0.665936324
GAS1,0.026780533,0.075774285,0.721928407
GAS2L1,0.026583822,0.076061879,0.721591716
GAS2L2,0.025701297,0.062686529,0.76638409
GAS2L3,0.019762373,0.054608623,0.779713009
GAS2,0.018860977,0.055637135,0.779607007
GAS6,0.027468097,0.083754841,0.694196817
GAS7,0.025694589,0.063585702,0.764244472
GAST,0.027467418,0.08281165,0.696913954
GATA1,0.999998832,0.892343723,0
GATA3,0.390402496,0.06860049,0.201120036
GATA4,0.026911913,0.075860837,0.721135392
GATA6,0.026217733,0.258914815,0.371337452
GBA3,0.019118029,0.047129686,0.783644268
GBE1,0.027611875,0.089929506,0.673911261
GBGT1,0.027071903,0.085842073,0.688814849
